-117, -864, 747
-126, -902, 804
-160, -934, 910
-303, -1087, 1022
-488, -1311, 1028
-562, -1348, 1061
-551, -1188, 962
-578, -1115, 856
-597, -1069, 740
-569, -987, 658
-523, -891, 633
-498, -850, 576
-457, -803, 521
-406, -744, 475
-373, -723, 464
-327, -701, 507
-327, -701, 507
-279, -680, 509
-242, -669, 478
-194, -654, 394
-141, -623, 334
-113, -592, 324
-115, -607, 341
-116, -620, 357
-85, -583, 332
-16, -498, 295
40, -443, 286
40, -443, 286
58, -446, 265
45, -485, 251
47, -505, 212
87, -491, 212
129, -484, 245
129, -484, 245
162, -485, 283
149, -523, 339
128, -555, 333
165, -524, 300
254, -454, 283
363, -383, 296
421, -344, 319
421, -344, 319
432, -384, 379
358, -577, 476
350, -660, 474
428, -719, 592
579, -679, 651
647, -743, 697
615, -935, 856
615, -935, 856
574, -1147, 1039
639, -1170, 1138
753, -1048, 1210
748, -1048, 1246
-,-,-
-47, -698, 685
-47, -698, 685
-49, -762, 612
-60, -806, 598
-66, -824, 632
-63, -840, 694
-46, -849, 722
-41, -884, 770
-50, -930, 800
-50, -930, 800
-66, -966, 871
-102, -1036, 929
-141, -1093, 918
-164, -1091, 930
-212, -1098, 975
-305, -1119, 915
-406, -1149, 828
-495, -1156, 795
-578, -1150, 682
-586, -1060, 580
-547, -938, 498
-533, -860, 487
-531, -812, 466
-499, -753, 439
-434, -664, 409
-391, -622, 404
-361, -620, 368
-327, -610, 335
-327, -610, 335
-323, -644, 308
-304, -656, 276
-260, -633, 293
-240, -650, 323
-181, -616, 340
-115, -563, 307
-56, -509, 286
-31, -484, 288
-41, -521, 321
-63, -596, 333
-63, -596, 333
-50, -608, 287
20, -536, 217
114, -433, 123
213, -342, 105
249, -342, 217
263, -354, 237
285, -403, 273
285, -403, 273
365, -393, 288
441, -348, 309
467, -397, 209
434, -514, 409
361, -688, 677
311, -887, 888
337, -941, 879
337, -941, 879
375, -988, 867
379, -1046, 856
382, -1132, 930
405, -1145, 1034
429, -1139, 1114
447, -1105, 1109
-,-,-
-64, -804, 524
-90, -903, 533
-106, -883, 626
-94, -859, 831
-112, -894, 900
-133, -934, 881
